"","region_name","date","crime_type","average_price","sales_volume","revenue","no_of_crime"
"15986","Bromley","201805","Burglary",437880,354,155009522,194
"15987","Bromley","201805","Drug Offences",437880,354,155009522,48
"15989","Bromley","201805","Miscellaneous Crimes Against Society",437880,354,155009522,28
"15990","Bromley","201805","Possession of Weapons",437880,354,155009522,19
"15991","Bromley","201805","Public Order Offences",437880,354,155009522,155
"15992","Bromley","201805","Robbery",437880,354,155009522,50
"15993","Bromley","201805","Sexual Offences",437880,354,155009522,56
"15994","Bromley","201805","Theft",437880,354,155009522,442
"15995","Bromley","201805","Vehicle Offences",437880,354,155009522,270
"15996","Bromley","201805","Violence Against the Person",437880,354,155009522,539
"15997","Kensington and Chelsea","201804","Arson and Criminal Damage",1325081,117,155034492,73
"15998","Kensington and Chelsea","201804","Burglary",1325081,117,155034492,216
"15999","Kensington and Chelsea","201804","Drug Offences",1325081,117,155034492,97
"16001","Kensington and Chelsea","201804","Miscellaneous Crimes Against Society",1325081,117,155034492,17
"16002","Kensington and Chelsea","201804","Possession of Weapons",1325081,117,155034492,13
"16003","Kensington and Chelsea","201804","Public Order Offences",1325081,117,155034492,108
"16004","Kensington and Chelsea","201804","Robbery",1325081,117,155034492,45
"16005","Kensington and Chelsea","201804","Sexual Offences",1325081,117,155034492,19
"16006","Kensington and Chelsea","201804","Theft",1325081,117,155034492,574
"16007","Kensington and Chelsea","201804","Vehicle Offences",1325081,117,155034492,188
"16008","Kensington and Chelsea","201804","Violence Against the Person",1325081,117,155034492,294
"16009","Richmond upon Thames","201809","Arson and Criminal Damage",677357,229,155114647,70
"16010","Richmond upon Thames","201809","Burglary",677357,229,155114647,169
"16011","Richmond upon Thames","201809","Drug Offences",677357,229,155114647,24
"16013","Richmond upon Thames","201809","Miscellaneous Crimes Against Society",677357,229,155114647,8
"16014","Richmond upon Thames","201809","Possession of Weapons",677357,229,155114647,3
"16015","Richmond upon Thames","201809","Public Order Offences",677357,229,155114647,46
"16016","Richmond upon Thames","201809","Robbery",677357,229,155114647,21
"16017","Richmond upon Thames","201809","Sexual Offences",677357,229,155114647,26
"16018","Richmond upon Thames","201809","Theft",677357,229,155114647,241
"16019","Richmond upon Thames","201809","Vehicle Offences",677357,229,155114647,206
"16020","Richmond upon Thames","201809","Violence Against the Person",677357,229,155114647,200
"16021","Bromley","201611","Arson and Criminal Damage",427363,363,155132706,178
"16022","Bromley","201611","Burglary",427363,363,155132706,180
"16023","Bromley","201611","Drug Offences",427363,363,155132706,45
"16025","Bromley","201611","Miscellaneous Crimes Against Society",427363,363,155132706,21
"16026","Bromley","201611","Possession of Weapons",427363,363,155132706,6
"16027","Bromley","201611","Public Order Offences",427363,363,155132706,95
"16028","Bromley","201611","Robbery",427363,363,155132706,35
"16029","Bromley","201611","Sexual Offences",427363,363,155132706,41
"16030","Bromley","201611","Theft",427363,363,155132706,463
"16031","Bromley","201611","Vehicle Offences",427363,363,155132706,259
"16032","Bromley","201611","Violence Against the Person",427363,363,155132706,475
"16033","Croydon","201808","Arson and Criminal Damage",372035,417,155138795,206
"16034","Croydon","201808","Burglary",372035,417,155138795,263
"16035","Croydon","201808","Drug Offences",372035,417,155138795,128
"16037","Croydon","201808","Miscellaneous Crimes Against Society",372035,417,155138795,35
"16038","Croydon","201808","Possession of Weapons",372035,417,155138795,20
"16039","Croydon","201808","Public Order Offences",372035,417,155138795,139
"16040","Croydon","201808","Robbery",372035,417,155138795,97
"16041","Croydon","201808","Sexual Offences",372035,417,155138795,81
"16042","Croydon","201808","Theft",372035,417,155138795,484
"16043","Croydon","201808","Vehicle Offences",372035,417,155138795,390
"16044","Croydon","201808","Violence Against the Person",372035,417,155138795,741
"16045","Croydon","201702","Arson and Criminal Damage",367221,423,155334581,223
"16046","Croydon","201702","Burglary",367221,423,155334581,203
"16047","Croydon","201702","Drug Offences",367221,423,155334581,116
"16049","Croydon","201702","Miscellaneous Crimes Against Society",367221,423,155334581,41
"16050","Croydon","201702","Possession of Weapons",367221,423,155334581,29
"16051","Croydon","201702","Public Order Offences",367221,423,155334581,139
"16052","Croydon","201702","Robbery",367221,423,155334581,102
"16053","Croydon","201702","Sexual Offences",367221,423,155334581,52
"16054","Croydon","201702","Theft",367221,423,155334581,414
"16055","Croydon","201702","Vehicle Offences",367221,423,155334581,290
"16056","Croydon","201702","Violence Against the Person",367221,423,155334581,704
"16057","Croydon","201810","Arson and Criminal Damage",370454,420,155590874,213
"16058","Croydon","201810","Burglary",370454,420,155590874,240
"16059","Croydon","201810","Drug Offences",370454,420,155590874,199
"16061","Croydon","201810","Miscellaneous Crimes Against Society",370454,420,155590874,43
"16062","Croydon","201810","Possession of Weapons",370454,420,155590874,33
"16063","Croydon","201810","Public Order Offences",370454,420,155590874,127
"16064","Croydon","201810","Robbery",370454,420,155590874,97
"16065","Croydon","201810","Sexual Offences",370454,420,155590874,98
"16066","Croydon","201810","Theft",370454,420,155590874,494
"16067","Croydon","201810","Vehicle Offences",370454,420,155590874,465
"16068","Croydon","201810","Violence Against the Person",370454,420,155590874,805
"16069","Tower Hamlets","201706","Arson and Criminal Damage",452345,344,155606822,201
"16070","Tower Hamlets","201706","Burglary",452345,344,155606822,235
"16071","Tower Hamlets","201706","Drug Offences",452345,344,155606822,123
"16073","Tower Hamlets","201706","Miscellaneous Crimes Against Society",452345,344,155606822,34
"16074","Tower Hamlets","201706","Possession of Weapons",452345,344,155606822,24
"16075","Tower Hamlets","201706","Public Order Offences",452345,344,155606822,223
"16076","Tower Hamlets","201706","Robbery",452345,344,155606822,115
"16077","Tower Hamlets","201706","Sexual Offences",452345,344,155606822,55
"16078","Tower Hamlets","201706","Theft",452345,344,155606822,799
"16079","Tower Hamlets","201706","Vehicle Offences",452345,344,155606822,249
"16080","Tower Hamlets","201706","Violence Against the Person",452345,344,155606822,771
"16081","Lambeth","201906","Arson and Criminal Damage",504433,309,155869643,180
"16082","Lambeth","201906","Burglary",504433,309,155869643,264
"16083","Lambeth","201906","Drug Offences",504433,309,155869643,240
"16085","Lambeth","201906","Miscellaneous Crimes Against Society",504433,309,155869643,43
"16086","Lambeth","201906","Possession of Weapons",504433,309,155869643,43
"16087","Lambeth","201906","Public Order Offences",504433,309,155869643,212
"16088","Lambeth","201906","Robbery",504433,309,155869643,83
"16089","Lambeth","201906","Sexual Offences",504433,309,155869643,107
"16090","Lambeth","201906","Theft",504433,309,155869643,834
"16091","Lambeth","201906","Vehicle Offences",504433,309,155869643,279
"16092","Lambeth","201906","Violence Against the Person",504433,309,155869643,802
"16093","Kensington and Chelsea","201708","Arson and Criminal Damage",1257578,124,155939630,100
"16094","Kensington and Chelsea","201708","Burglary",1257578,124,155939630,171
"16095","Kensington and Chelsea","201708","Drug Offences",1257578,124,155939630,328
"16097","Kensington and Chelsea","201708","Miscellaneous Crimes Against Society",1257578,124,155939630,26
"16098","Kensington and Chelsea","201708","Possession of Weapons",1257578,124,155939630,54
"16099","Kensington and Chelsea","201708","Public Order Offences",1257578,124,155939630,132
"16100","Kensington and Chelsea","201708","Robbery",1257578,124,155939630,77
"16101","Kensington and Chelsea","201708","Sexual Offences",1257578,124,155939630,42
"16102","Kensington and Chelsea","201708","Theft",1257578,124,155939630,797
"16103","Kensington and Chelsea","201708","Vehicle Offences",1257578,124,155939630,230
"16104","Kensington and Chelsea","201708","Violence Against the Person",1257578,124,155939630,461
"16105","Greenwich","201807","Arson and Criminal Damage",389348,401,156128509,167
"16106","Greenwich","201807","Burglary",389348,401,156128509,165
"16107","Greenwich","201807","Drug Offences",389348,401,156128509,68
"16109","Greenwich","201807","Miscellaneous Crimes Against Society",389348,401,156128509,47
"16110","Greenwich","201807","Possession of Weapons",389348,401,156128509,17
"16111","Greenwich","201807","Public Order Offences",389348,401,156128509,181
"16112","Greenwich","201807","Robbery",389348,401,156128509,64
"16113","Greenwich","201807","Sexual Offences",389348,401,156128509,64
"16114","Greenwich","201807","Theft",389348,401,156128509,433
"16115","Greenwich","201807","Vehicle Offences",389348,401,156128509,303
"16116","Greenwich","201807","Violence Against the Person",389348,401,156128509,766
"16117","Camden","201808","Arson and Criminal Damage",827363,189,156371645,141
"16118","Camden","201808","Burglary",827363,189,156371645,329
"16119","Camden","201808","Drug Offences",827363,189,156371645,90
"16121","Camden","201808","Miscellaneous Crimes Against Society",827363,189,156371645,34
"16122","Camden","201808","Possession of Weapons",827363,189,156371645,16
"16123","Camden","201808","Public Order Offences",827363,189,156371645,149
"16124","Camden","201808","Robbery",827363,189,156371645,128
"16125","Camden","201808","Sexual Offences",827363,189,156371645,58
"16126","Camden","201808","Theft",827363,189,156371645,1092
"16127","Camden","201808","Vehicle Offences",827363,189,156371645,243
"16128","Camden","201808","Violence Against the Person",827363,189,156371645,579
"16129","Hammersmith and Fulham","201607","Arson and Criminal Damage",759729,206,156504150,106
"16130","Hammersmith and Fulham","201607","Burglary",759729,206,156504150,129
"16131","Hammersmith and Fulham","201607","Drug Offences",759729,206,156504150,95
"16133","Hammersmith and Fulham","201607","Miscellaneous Crimes Against Society",759729,206,156504150,33
"16134","Hammersmith and Fulham","201607","Possession of Weapons",759729,206,156504150,10
"16135","Hammersmith and Fulham","201607","Public Order Offences",759729,206,156504150,138
"16136","Hammersmith and Fulham","201607","Robbery",759729,206,156504150,25
"16137","Hammersmith and Fulham","201607","Sexual Offences",759729,206,156504150,49
"16138","Hammersmith and Fulham","201607","Theft",759729,206,156504150,545
"16139","Hammersmith and Fulham","201607","Vehicle Offences",759729,206,156504150,219
"16140","Hammersmith and Fulham","201607","Violence Against the Person",759729,206,156504150,402
"16141","Hammersmith and Fulham","201807","Arson and Criminal Damage",736864,214,157688831,108
"16142","Hammersmith and Fulham","201807","Burglary",736864,214,157688831,161
"16143","Hammersmith and Fulham","201807","Drug Offences",736864,214,157688831,75
"16145","Hammersmith and Fulham","201807","Miscellaneous Crimes Against Society",736864,214,157688831,16
"16146","Hammersmith and Fulham","201807","Possession of Weapons",736864,214,157688831,16
"16147","Hammersmith and Fulham","201807","Public Order Offences",736864,214,157688831,123
"16148","Hammersmith and Fulham","201807","Robbery",736864,214,157688831,100
"16149","Hammersmith and Fulham","201807","Sexual Offences",736864,214,157688831,47
"16150","Hammersmith and Fulham","201807","Theft",736864,214,157688831,577
"16151","Hammersmith and Fulham","201807","Vehicle Offences",736864,214,157688831,234
"16152","Hammersmith and Fulham","201807","Violence Against the Person",736864,214,157688831,502
"16153","Croydon","201710","Arson and Criminal Damage",375688,420,157789004,270
"16154","Croydon","201710","Burglary",375688,420,157789004,256
"16155","Croydon","201710","Drug Offences",375688,420,157789004,100
"16157","Croydon","201710","Miscellaneous Crimes Against Society",375688,420,157789004,33
"16158","Croydon","201710","Possession of Weapons",375688,420,157789004,26
"16159","Croydon","201710","Public Order Offences",375688,420,157789004,177
"16160","Croydon","201710","Robbery",375688,420,157789004,81
"16161","Croydon","201710","Sexual Offences",375688,420,157789004,83
"16162","Croydon","201710","Theft",375688,420,157789004,482
"16163","Croydon","201710","Vehicle Offences",375688,420,157789004,289
"16164","Croydon","201710","Violence Against the Person",375688,420,157789004,733
"16165","Southwark","201811","Arson and Criminal Damage",499493,316,157839831,191
"16166","Southwark","201811","Burglary",499493,316,157839831,267
"16167","Southwark","201811","Drug Offences",499493,316,157839831,170
